9: 0,8582
1,700
2,4
3,1
4,0
5,0
6,0
7,0
8,0
9+,0
total,9287
12: 0,8663
1,668
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9+,0
total,9331
18: 0,8627
1,686
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9+,0
total,9313
24: 0,8625
1,687
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9+,0
total,9312
30: 0,8623
1,688
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9+,0
total,9311
33: 0,8635
1,682
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9+,0
total,9317
