9: 0,18145
1,2
2,279
3,41
4,137
5,27
6,0
7,0
8,0
9+,0
total,18631
12: 0,18148
1,0
2,270
3,50
4,144
5,20
6,0
7,0
8,0
9+,0
total,18632
18: 0,18146
1,0
2,277
3,44
4,145
5,20
6,0
7,0
8,0
9+,0
total,18632
24: 0,18132
1,0
2,267
3,52
4,139
5,27
6,0
7,0
8,0
9+,0
total,18617
30: 0,18134
1,0
2,270
3,50
4,136
5,29
6,0
7,0
8,0
9+,0
total,18619
33: 0,18146
1,0
2,271
3,50
4,145
5,19
6,0
7,0
8,0
9+,0
total,18631
