9: 0,8720
1,423
2,143
3,1
4,0
5,0
6,0
7,0
8,0
9+,0
total,9287
12: 0,8748
1,402
2,149
3,0
4,0
5,0
6,0
7,0
8,0
9+,0
total,9299
18: 0,8757
1,409
2,141
3,0
4,0
5,0
6,0
7,0
8,0
9+,0
total,9307
24: 0,8761
1,419
2,133
3,0
4,0
5,0
6,0
7,0
8,0
9+,0
total,9313
30: 0,8774
1,428
2,123
3,0
4,0
5,0
6,0
7,0
8,0
9+,0
total,9325
33: 0,8774
1,428
2,123
3,0
4,0
5,0
6,0
7,0
8,0
9+,0
total,9325
