9: 0,9078
1,2
2,51
3,191
4,0
5,0
6,0
7,0
8,0
9+,0
total,9322
12: 0,9077
1,0
2,50
3,193
4,0
5,0
6,0
7,0
8,0
9+,0
total,9320
18: 0,9081
1,0
2,50
3,192
4,0
5,0
6,0
7,0
8,0
9+,0
total,9323
24: 0,9071
1,0
2,44
3,199
4,0
5,0
6,0
7,0
8,0
9+,0
total,9314
30: 0,9066
1,0
2,35
3,207
4,0
5,0
6,0
7,0
8,0
9+,0
total,9308
33: 0,9085
1,0
2,50
3,191
4,0
5,0
6,0
7,0
8,0
9+,0
total,9326
