9: 0,8838
1,273
2,205
3,0
4,0
5,0
6,0
7,0
8,0
9+,0
total,9316
12: 0,8841
1,263
2,210
3,0
4,0
5,0
6,0
7,0
8,0
9+,0
total,9314
18: 0,8842
1,265
2,209
3,0
4,0
5,0
6,0
7,0
8,0
9+,0
total,9316
24: 0,8839
1,261
2,212
3,0
4,0
5,0
6,0
7,0
8,0
9+,0
total,9312
30: 0,8842
1,262
2,211
3,0
4,0
5,0
6,0
7,0
8,0
9+,0
total,9315
33: 0,8856
1,276
2,197
3,0
4,0
5,0
6,0
7,0
8,0
9+,0
total,9329
