9: 0,9000
1,1
2,279
3,40
4,0
5,0
6,0
7,0
8,0
9+,0
total,9320
12: 0,8993
1,0
2,270
3,49
4,0
5,0
6,0
7,0
8,0
9+,0
total,9312
18: 0,8996
1,0
2,277
3,43
4,0
5,0
6,0
7,0
8,0
9+,0
total,9316
24: 0,8990
1,0
2,267
3,52
4,0
5,0
6,0
7,0
8,0
9+,0
total,9309
30: 0,8993
1,0
2,270
3,49
4,0
5,0
6,0
7,0
8,0
9+,0
total,9312
33: 0,8994
1,0
2,271
3,48
4,0
5,0
6,0
7,0
8,0
9+,0
total,9313
