9: 0,8675
1,584
2,52
3,0
4,0
5,0
6,0
7,0
8,0
9+,0
total,9311
12: 0,8694
1,579
2,49
3,0
4,0
5,0
6,0
7,0
8,0
9+,0
total,9322
18: 0,8697
1,582
2,46
3,0
4,0
5,0
6,0
7,0
8,0
9+,0
total,9325
24: 0,8681
1,566
2,62
3,0
4,0
5,0
6,0
7,0
8,0
9+,0
total,9309
30: 0,8670
1,555
2,73
3,0
4,0
5,0
6,0
7,0
8,0
9+,0
total,9298
33: 0,8684
1,566
2,61
3,0
4,0
5,0
6,0
7,0
8,0
9+,0
total,9311
