18070,-0.000571,0.483635
18072,0.000494,0.483635
18074,0.000494,0.483635
18076,0.002092,0.483635
18079,0.002092,0.483673
18080,0.001026,0.483673
18082,0.002624,0.483673
18084,0.002092,0.483673
18086,0.000494,0.483673
18088,-0.001103,0.483673
18090,0.000494,0.483673
18092,0.001559,0.483673
18094,0.001559,0.483673
18096,-0.001103,0.483673
18099,-0.000571,0.483635
18100,0.001026,0.483635
18102,0.000494,0.483635
18104,-0.000038,0.483635
18106,-0.000571,0.483635
18109,-0.000038,0.483673
18110,-0.000038,0.483673
18112,-0.000038,0.483673
18114,-0.000038,0.483673
18116,-0.001636,0.483673
18119,0.000494,0.483620
18120,0.000494,0.483620
18122,0.000494,0.483620
18124,-0.000038,0.483620
18126,-0.000571,0.483620
18129,0.000494,0.483635
18130,-0.000038,0.483635
18132,-0.000571,0.483635
18134,-0.001636,0.483635
18136,-0.002169,0.483635
18139,-0.002701,0.483635
18140,0.000494,0.483635
18142,0.001559,0.483635
18144,0.000494,0.483635
18146,-0.000038,0.483635
18149,-0.000571,0.483635
18150,0.001559,0.483635
18152,0.000494,0.483635
18154,-0.000571,0.483635
18156,0.002092,0.483635
18159,0.001559,0.483635
18160,0.001559,0.483635
18162,0.001559,0.483635
18164,0.002092,0.483635
18166,0.002624,0.483635
18169,0.001559,0.483635
18170,-0.000571,0.483635
18172,-0.000038,0.483635
18174,-0.001103,0.483635
18176,-0.001103,0.483635
18179,-0.000571,0.483635
18180,-0.001636,0.483635
18182,-0.000571,0.483635
18184,0.000494,0.483635
18186,-0.000571,0.483635
18189,-0.000571,0.483635
18190,-0.000571,0.483635
18192,-0.000038,0.483635
18194,-0.000571,0.483635
18196,-0.001636,0.483635
18199,0.001026,0.483635
18200,0.001559,0.483635
18202,-0.000571,0.483635
18204,-0.001636,0.483635
18206,0.000494,0.483635
18209,0.002624,0.483635
18210,0.002624,0.483620
18212,-0.001636,0.483620
18214,-0.000571,0.483620
18216,-0.000038,0.483620
18218,0.001559,0.483620
18220,-0.000038,0.483620
