duration,x^0,x^1,x^2,x^3,x^4,x^5,x^6,x^7,y^0,y^1,y^2,y^3,y^4,y^5,y^6,y^7,z^0,z^1,z^2,z^3,z^4,z^5,z^6,z^7,yaw^0,yaw^1,yaw^2,yaw^3,yaw^4,yaw^5,yaw^6,yaw^7,
1.000000,0.250000,0.000000,0.000000,0.000000,-0.035487,0.038807,-0.017997,0.003297,-0.400000,0.000000,0.000000,0.000000,-0.021638,0.025526,-0.012213,0.002281,1.800000,0.000000,0.000000,-0.000000,-0.096366,0.105317,-0.048829,0.008943,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1.000000,0.238620,-0.032818,-0.025577,0.001565,0.003976,-0.003331,0.001411,-0.000252,-0.406044,-0.016234,-0.009864,0.004282,0.002633,-0.002321,0.001016,-0.000185,1.769065,-0.089254,-0.069660,0.004130,0.010789,-0.009038,0.003831,-0.000684,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1.000000,0.183593,-0.073326,-0.014457,0.003572,-0.000320,0.000219,-0.000072,0.000010,-0.426717,-0.019389,0.006918,0.005437,-0.000217,0.000143,-0.000017,-0.000005,1.619178,-0.200021,-0.039817,0.009585,-0.000875,0.000613,-0.000229,0.000038,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1.000000,0.099218,-0.092075,-0.004349,0.003380,0.000034,0.000024,-0.000113,0.000022,-0.433848,0.010464,0.022989,0.005473,0.000059,0.000094,-0.000343,0.000064,1.388471,-0.252447,-0.012825,0.008960,0.000083,-0.000018,-0.000078,0.000007,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1.000000,0.006141,-0.090902,0.004999,0.002260,-0.000777,0.000199,-0.000014,-0.000012,-0.395048,0.071952,0.036886,0.002006,-0.002396,0.000650,-0.000147,-0.000016,1.132153,-0.251395,0.013347,0.007792,-0.000935,0.000365,-0.000373,0.000058,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1.000000,-0.078106,-0.076405,0.008645,0.000442,-0.000412,0.000129,0.000003,-0.000007,-0.286112,0.144418,0.032493,-0.004573,-0.001908,0.000541,0.000053,-0.000044,0.901012,-0.205072,0.030384,0.002268,-0.002679,0.000647,0.000157,-0.000082,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1.000000,-0.145712,-0.058830,0.008669,-0.000128,0.000009,0.000011,-0.000011,0.000003,-0.115133,0.190763,0.012594,-0.007293,0.000036,0.000067,-0.000058,0.000016,0.726636,-0.144611,0.028220,-0.001706,0.000042,0.000108,-0.000090,0.000022,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1.000000,-0.195990,-0.041829,0.008348,-0.000100,-0.000003,0.000001,-0.000001,0.000003,0.080992,0.194316,-0.008934,-0.007085,0.000052,-0.000058,0.000054,-0.000036,0.608621,-0.092966,0.023549,-0.001484,0.000006,-0.000019,0.000013,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1.000000,-0.229573,-0.025433,0.008071,-0.000040,0.000072,-0.000027,0.000066,-0.000053,0.259301,0.155182,-0.030406,-0.007640,-0.000689,0.000332,-0.000754,0.000537,0.537719,-0.050316,0.019130,-0.001401,0.000098,-0.000025,0.000072,-0.000069,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1.000000,-0.246916,-0.009233,0.007989,-0.000558,-0.000929,-0.000020,-0.001076,0.000742,0.375863,0.069585,-0.054184,-0.003378,0.008442,-0.000121,0.010794,-0.007002,0.505208,-0.016044,0.014893,-0.002242,-0.001371,-0.000081,-0.001418,0.001054,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
