duration,x^0,x^1,x^2,x^3,x^4,x^5,x^6,x^7,y^0,y^1,y^2,y^3,y^4,y^5,y^6,y^7,z^0,z^1,z^2,z^3,z^4,z^5,z^6,z^7,yaw^0,yaw^1,yaw^2,yaw^3,yaw^4,yaw^5,yaw^6,yaw^7,
1.000000,0.000000,0.000000,0.000000,0.000000,-0.000930,0.001044,-0.000489,0.000090,0.700000,0.000000,0.000000,0.000000,-0.057446,0.061782,-0.028442,0.005185,1.200000,0.000000,0.000000,0.000000,0.060817,-0.067844,0.031733,-0.005844,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1.000000,-0.000286,-0.000807,-0.000589,0.000087,0.000106,-0.000091,0.000038,-0.000007,0.681079,-0.055232,-0.044599,0.000679,0.006321,-0.005231,0.002199,-0.000390,1.218862,0.053535,0.039725,-0.005065,-0.006960,0.005915,-0.002527,0.000453,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1.000000,-0.001548,-0.001572,-0.000171,0.000127,-0.000015,0.000007,-0.000002,0.000000,0.584825,-0.132800,-0.032151,0.003982,-0.000500,0.000353,-0.000138,0.000024,1.303938,0.107534,0.013528,-0.008439,0.000568,-0.000369,0.000084,-0.000002,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1.000000,-0.003174,-0.001572,0.000156,0.000096,-0.000007,-0.000002,0.000001,-0.000000,0.423595,-0.186051,-0.021239,0.003596,0.000039,-0.000020,0.000009,-0.000002,1.416842,0.110191,-0.010848,-0.008237,-0.000076,-0.000149,0.000520,-0.000106,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1.000000,-0.004502,-0.001005,0.000394,0.000062,-0.000009,0.000001,-0.000002,0.000000,0.219927,-0.217646,-0.010328,0.003658,0.000003,0.000003,-0.000011,0.000002,1.508137,0.065114,-0.031927,-0.003335,0.003275,-0.000735,-0.000220,0.000106,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1.000000,-0.005060,-0.000072,0.000512,0.000007,-0.000022,0.000004,-0.000000,-0.000000,-0.004392,-0.227351,0.000579,0.003561,-0.000068,0.000013,0.000007,-0.000003,1.540414,0.000096,-0.030723,0.001700,-0.000012,-0.000108,0.000036,-0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1.000000,-0.004631,0.000902,0.000431,-0.000054,-0.000012,0.000004,-0.000002,0.000000,-0.227653,-0.215694,0.011031,0.003461,0.000004,-0.000002,-0.000001,-0.000001,1.511403,-0.056625,-0.026247,0.001269,-0.000037,-0.000151,0.000498,-0.000103,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1.000000,-0.003362,0.001564,0.000213,-0.000092,-0.000013,0.000000,0.000002,-0.000001,-0.428855,-0.183252,0.021394,0.003423,-0.000036,0.000028,-0.000028,0.000023,1.430006,-0.103949,-0.018866,0.005966,0.003073,-0.000657,-0.000268,0.000139,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1.000000,-0.001689,0.001667,-0.000134,-0.000144,-0.000022,0.000005,-0.000011,0.000008,-0.587303,-0.130208,0.031787,0.003800,0.000485,-0.000223,0.000517,-0.000380,1.315444,-0.115410,0.009802,0.011199,0.000640,-0.000488,0.000903,-0.000568,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1.000000,-0.000320,0.000896,-0.000639,-0.000116,0.000120,-0.000003,0.000165,-0.000104,-0.681525,-0.053963,0.043653,0.000567,-0.006159,0.000020,-0.007641,0.005048,1.221522,-0.060649,0.043967,0.007044,-0.008150,0.000279,-0.010883,0.006869,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
