duration,x^0,x^1,x^2,x^3,x^4,x^5,x^6,x^7,y^0,y^1,y^2,y^3,y^4,y^5,y^6,y^7,z^0,z^1,z^2,z^3,z^4,z^5,z^6,z^7,yaw^0,yaw^1,yaw^2,yaw^3,yaw^4,yaw^5,yaw^6,yaw^7,
1.000000,-0.250000,0.000000,0.000000,0.000000,0.026082,-0.028197,0.013011,-0.002376,-0.400000,0.000000,0.000000,0.000000,0.077005,-0.084458,0.039220,-0.007191,0.500000,0.000000,0.000000,0.000000,0.014451,-0.014215,0.006271,-0.001111,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1.000000,-0.241479,0.024781,0.019801,-0.000568,-0.002886,0.002397,-0.001009,0.000179,-0.375423,0.070716,0.054748,-0.003832,-0.008657,0.007277,-0.003101,0.000557,0.505397,0.016582,0.015296,0.002194,-0.001443,0.001105,-0.000437,0.000074,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1.000000,-0.198783,0.058323,0.013382,-0.002049,0.000234,-0.000158,0.000050,-0.000008,-0.257715,0.155765,0.029259,-0.008220,0.000701,-0.000528,0.000278,-0.000052,0.538767,0.051400,0.019256,0.001304,0.000101,-0.000059,0.000014,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1.000000,-0.129009,0.079326,0.007627,-0.001996,-0.000108,0.000033,-0.000005,0.000000,-0.080512,0.191089,0.006596,-0.006966,0.000404,-0.000053,-0.000083,0.000030,0.610783,0.094014,0.023386,0.001385,0.000003,-0.000029,0.000059,-0.000020,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1.000000,-0.044132,0.088295,0.001246,-0.002197,-0.000016,-0.000008,0.000039,-0.000006,0.110504,0.184446,-0.013019,-0.006479,-0.000043,-0.000088,0.000257,-0.000046,0.729581,0.145024,0.027737,0.001588,0.000040,0.000122,-0.000386,0.000075,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1.000000,0.043221,0.084284,-0.005062,-0.001771,0.000319,-0.000092,0.000043,-0.000003,0.275532,0.139582,-0.030699,-0.003993,0.001768,-0.000503,0.000210,-0.000010,0.903781,0.204244,0.029756,-0.002116,-0.002509,0.000622,-0.000001,-0.000047,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1.000000,0.120938,0.069898,-0.008800,-0.000656,0.000408,-0.000108,-0.000017,0.000011,0.381888,0.071956,-0.034146,0.001920,0.002071,-0.000556,-0.000081,0.000053,1.133730,0.250144,0.013562,-0.007614,-0.001076,0.000366,-0.000015,-0.000013,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1.000000,0.181674,0.051398,-0.009423,-0.000059,-0.000002,-0.000020,0.000017,-0.000007,0.423106,0.014818,-0.021608,0.004899,-0.000053,-0.000058,0.000045,-0.000004,1.389083,0.251771,-0.012568,-0.009002,0.000085,-0.000031,0.000032,-0.000037,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1.000000,0.223578,0.032318,-0.009708,-0.000179,-0.000101,0.000043,-0.000097,0.000074,0.421144,-0.013963,-0.007223,0.004859,0.000182,-0.000099,0.000241,-0.000158,1.619334,0.199751,-0.039661,-0.009614,-0.000875,0.000413,-0.000956,0.000684,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1.000000,0.245928,0.012116,-0.010310,0.000513,0.001261,0.000018,0.001488,-0.001014,0.404983,-0.013261,0.007751,0.003886,-0.002227,0.000136,-0.003201,0.001934,1.769077,0.089206,-0.069596,-0.004162,0.010790,-0.000150,0.013780,-0.008946,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
