10,0.0133201,0.00890439,0.00717443,0.00351179
11,0.0153614,0.0105468,0.00807973,0.00351213
12,0.0145749,0.0101903,0.00749919,0.00426023
16,0.0154632,0.0104514,0.00842322,0.00314593
17,0.0152437,0.01001,0.00870456,0.00343764
18,0.0151846,0.011096,0.00784891,0.00234862
19,0.0147253,0.0100554,0.00757004,0.00422078
23,0.0155507,0.0107061,0.00788562,0.0048004
24,0.0167295,0.0103391,0.00938865,0.00451043
25,0.0138523,0.00934525,0.00727117,0.00315797
26,0.0150142,0.0100339,0.00873444,0.00309828
30,0.0167413,0.0111781,0.00924109,0.00330525
31,0.0175962,0.0119729,0.00902424,0.00475809
32,0.0166914,0.0110235,0.00958637,0.0027859
33,0.0155189,0.0111251,0.00800664,0.00269174
