1,0.015861,0.00996618,0.00971816,0.00264224
2,0.0191902,0.0126131,0.00931454,0.00644229
3,0.0195509,0.0119629,0.00929905,0.00878182
4,0.0153831,0.0105518,0.00734533,0.0049622
5,0.0159709,0.0114418,0.0078774,0.00473078
6,0.0173361,0.0125962,0.00893726,0.00373612
7,0.0149841,0.0109752,0.00789603,0.00248907
9,0.0152507,0.0102375,0.00840665,0.00361689
10,0.0156207,0.00976098,0.00769779,0.00578107
11,0.0165103,0.0113593,0.00830348,0.00357337
12,0.0184058,0.0131461,0.00913841,0.0047576
13,0.0159768,0.0108501,0.00868001,0.00371859
14,0.0147779,0.00976708,0.0080753,0.00447314
15,0.0196191,0.0125351,0.0110384,0.00530806
16,0.0153426,0.00931639,0.00903856,0.00398464
17,0.0168423,0.0112459,0.00881998,0.00471221
18,0.0173293,0.0114232,0.00885389,0.00527579
19,0.0216991,0.0141299,0.0108776,0.00624361
20,0.0165848,0.0100309,0.00961639,0.00506782
21,0.0186471,0.0115108,0.0101191,0.00608835
23,0.0165503,0.0108081,0.00868919,0.00520399
24,0.0176938,0.0108023,0.00976964,0.00579576
25,0.0154157,0.00995743,0.00810187,0.00436661
26,0.01725,0.0104955,0.0101489,0.00407548
27,0.019179,0.0118266,0.0110925,0.00485855
28,0.0143001,0.0100239,0.0079286,0.00287619
29,0.0166349,0.0103127,0.00984347,0.00324505
30,0.0175805,0.0105493,0.010442,0.00451525
31,0.0186705,0.0124634,0.00941849,0.00525753
32,0.0180817,0.0112641,0.0107153,0.00437385
33,0.0199519,0.0127951,0.0114759,0.00442585
34,0.0165545,0.00959699,0.00950234,0.00509097
35,0.0195335,0.0115076,0.0102336,0.00788427
36,0.0230019,0.0171051,0.0107576,0.00495361
37,0.0219656,0.0132277,0.0142856,0.00421255
39,0.0214006,0.0139423,0.0116929,0.00513657
40,0.015703,0.011464,0.00816836,0.00334818
41,0.0187813,0.0128251,0.0101155,0.00433062
42,0.0192035,0.0129052,0.0097517,0.00537882
43,0.0185655,0.014179,0.0089319,0.00310899
44,0.0278572,0.0185608,0.0148628,0.00629733
45,0.0258011,0.0186387,0.0117931,0.00691185
47,0.0164619,0.0113549,0.00879886,0.0039337
48,0.0207031,0.0159429,0.00977348,0.0037461
49,0.022811,0.0148628,0.0119321,0.00599848
