duration,x^0,x^1,x^2,x^3,x^4,x^5,x^6,x^7,y^0,y^1,y^2,y^3,y^4,y^5,y^6,y^7,z^0,z^1,z^2,z^3,z^4,z^5,z^6,z^7,yaw^0,yaw^1,yaw^2,yaw^3,yaw^4,yaw^5,yaw^6,yaw^7,
1.000000,0.500000,0.000000,0.000000,0.000000,0.062448,-0.070517,0.033152,-0.006125,0.000000,0.000000,0.000000,0.000000,0.003535,-0.002993,0.001212,-0.000202,0.500000,0.000000,0.000000,0.000000,0.082425,-0.089972,0.041693,-0.007634,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1.000000,0.518958,0.053241,0.038165,-0.006725,-0.007243,0.006214,-0.002674,0.000483,0.001553,0.005039,0.005233,0.001402,-0.000301,0.000196,-0.000070,0.000011,0.526512,0.076562,0.059918,-0.003337,-0.009216,0.007713,-0.003266,0.000583,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1.000000,0.600419,0.098829,0.006699,-0.010140,0.000617,-0.000425,0.000142,-0.000020,0.013063,0.019145,0.008776,0.001142,0.000010,-0.000020,0.000029,-0.000009,0.655469,0.172570,0.034982,-0.008006,0.000746,-0.000519,0.000190,-0.000031,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1.000000,0.696121,0.082863,-0.022559,-0.009782,-0.000078,-0.000025,0.000202,-0.000029,0.042135,0.040169,0.012300,0.001238,0.000024,0.000042,-0.000159,0.000024,0.855401,0.219831,0.012456,-0.007485,-0.000071,0.000001,0.000103,-0.000015,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1.000000,0.746713,0.008968,-0.050210,-0.007331,0.001799,-0.000697,0.000543,-0.000079,0.095774,0.068008,0.014709,-0.000569,-0.001296,0.000417,-0.000288,0.000029,1.080221,0.222520,-0.009188,-0.006228,0.000950,-0.000317,0.000229,-0.000028,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1.000000,0.699704,-0.107035,-0.061907,0.000968,0.003674,-0.000835,-0.000341,0.000157,0.176783,0.091091,0.005680,-0.006330,-0.002515,0.000727,-0.000071,-0.000004,1.288158,0.188849,-0.022506,-0.002014,0.001805,-0.000450,-0.000095,0.000053,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1.000000,0.534385,-0.218371,-0.047129,0.005983,-0.000128,-0.000446,0.001004,-0.000214,0.265361,0.076586,-0.022267,-0.010661,-0.000067,-0.000339,0.001225,-0.000249,1.453799,0.142562,-0.022540,0.000646,-0.000029,-0.000069,0.000059,-0.000014,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1.000000,0.275084,-0.292894,-0.023835,0.013612,0.005222,-0.001065,-0.000509,0.000263,0.309590,0.003718,-0.044884,0.001483,0.007913,-0.001756,-0.000604,0.000297,1.574412,0.099207,-0.020891,0.000509,0.000004,0.000007,-0.000004,-0.000004,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1.000000,-0.024123,-0.285382,0.035562,0.022861,0.001454,-0.001012,0.001943,-0.001258,0.275758,-0.060270,-0.013328,0.013908,0.000485,-0.000679,0.001023,-0.000554,1.653241,0.058955,-0.019406,0.000383,-0.000156,0.000056,-0.000140,0.000115,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1.000000,-0.249955,-0.142067,0.105474,0.013382,-0.018500,0.000529,-0.024370,0.015506,0.216343,-0.044396,0.028232,0.010137,-0.006944,0.000433,-0.009765,0.005960,1.693048,0.020913,-0.018318,0.001544,0.002051,0.000052,0.002340,-0.001631,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
