duration,x^0,x^1,x^2,x^3,x^4,x^5,x^6,x^7,y^0,y^1,y^2,y^3,y^4,y^5,y^6,y^7,z^0,z^1,z^2,z^3,z^4,z^5,z^6,z^7,yaw^0,yaw^1,yaw^2,yaw^3,yaw^4,yaw^5,yaw^6,yaw^7,
1.000000,0.000000,0.000000,0.000000,0.000000,0.113205,-0.129670,0.061250,-0.011344,0.000000,0.000000,0.000000,0.000000,0.083055,-0.096762,0.045955,-0.008533,0.500000,0.000000,0.000000,0.000000,0.003953,-0.004247,0.001955,-0.000356,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1.000000,0.033441,0.092562,0.063056,-0.015919,-0.013432,0.011376,-0.004393,0.000797,0.023715,0.064410,0.040845,-0.014949,-0.010079,0.008395,-0.002756,0.000482,0.501304,0.003808,0.003081,-0.000040,-0.000434,0.000359,-0.000151,0.000027,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1.000000,0.167489,0.153295,-0.000680,-0.015838,0.005459,-0.002016,0.000635,-0.000039,0.110062,0.089745,-0.011754,-0.009580,0.007411,-0.002129,-0.000154,0.000162,0.507954,0.009193,0.002248,-0.000265,0.000035,-0.000024,0.000009,-0.000002,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1.000000,0.308305,0.119713,-0.026892,-0.002819,0.003550,-0.000966,-0.000128,0.000090,0.183763,0.056706,-0.016225,0.001366,0.000127,-0.000305,0.000194,-0.000044,0.519148,0.012956,0.001526,-0.000236,-0.000002,0.000001,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1.000000,0.400853,0.066702,-0.023746,0.002302,-0.000057,-0.000125,0.000105,-0.000026,0.225583,0.028194,-0.012429,0.001163,-0.000029,0.000043,-0.000025,0.000005,0.533393,0.015295,0.000811,-0.000239,-0.000001,-0.000001,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1.000000,0.446008,0.025715,-0.017393,0.002028,-0.000004,0.000031,-0.000018,0.000004,0.242506,0.006817,-0.008935,0.001178,0.000008,-0.000006,0.000003,-0.000001,0.549258,0.016193,0.000082,-0.000248,-0.000003,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1.000000,0.456370,-0.002931,-0.011214,0.002096,0.000017,-0.000006,0.000004,-0.000001,0.241570,-0.007503,-0.005382,0.001187,-0.000001,-0.000001,0.000001,-0.000000,0.565282,0.015598,-0.000685,-0.000264,-0.000003,0.000001,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1.000000,0.444334,-0.019022,-0.004858,0.002133,-0.000001,0.000007,-0.000010,0.000007,0.229870,-0.014713,-0.001833,0.001176,-0.000007,0.000005,-0.000006,0.000004,0.579929,0.013429,-0.001486,-0.000268,0.000001,-0.000002,0.000002,-0.000002,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1.000000,0.422591,-0.022317,0.001608,0.002253,0.000137,-0.000072,0.000160,-0.000108,0.214496,-0.014859,0.001709,0.001235,0.000081,-0.000042,0.000094,-0.000065,0.591604,0.009650,-0.002306,-0.000301,-0.000038,0.000017,-0.000039,0.000029,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1.000000,0.404252,-0.011952,0.008590,0.001482,-0.001621,0.000053,-0.002173,0.001370,0.202650,-0.007508,0.005535,0.000756,-0.000985,0.000027,-0.001303,0.000828,0.598616,0.004036,-0.003250,-0.000061,0.000464,-0.000002,0.000578,-0.000381,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
