Duration,x^0,x^1,x^2,x^3,x^4,x^5,x^6,x^7,y^0,y^1,y^2,y^3,y^4,y^5,y^6,y^7,z^0,z^1,z^2,z^3,z^4,z^5,z^6,z^7,yaw^0,yaw^1,yaw^2,yaw^3,yaw^4,yaw^5,yaw^6,yaw^7
1.27142,0,0,0,0,-1.4162,2.49566,-1.45506,0.289644,0,0,0,0,0.417649,-0.754908,0.449032,-0.0893841,1,0.25,0,0,3.72059,-5.80583,3.24842,-0.646629,0,0,0,0,0,0,0,0
0.732175,0,0.523402,0.731347,-0.180126,-1.44205,1.51674,-0.946758,0.324031,0,-0.121673,-0.100324,0.203495,0.52257,-0.574651,0.292169,-0.0999958,2,0.615364,-1.02696,-0.542726,2.28883,-2.79826,2.11363,-0.723397,0,0,0,0,0,0,0,0
0.983358,0.5,0.374216,-0.998778,-0.445427,0.741637,-0.162086,-0.0340814,0.0087162,0,0.31443,0.589573,-0.0588878,-0.541515,0.191324,0.0105175,-0.00268981,2,-0.300351,0.0744173,0.475626,-0.434216,0.0278916,0.0760864,-0.0194589,0,0,0,0,0,0,0,0
0.983358,0,-0.952054,0.139129,0.541496,-0.274771,0.0500554,-0.00344292,0.000880515,0.5,0.178925,-0.811121,-0.226825,0.46691,-0.123138,0.00106248,-0.000271726,1.9,0.00121869,-0.0850798,-0.152454,0.19288,-0.0647282,0.00768628,-0.00196574,0,0,0,0,0,0,0,0
0.983358,-0.5,0.0679272,0.58706,-0.0919257,-0.0508301,0.000758984,-0.000347807,8.89508e-05,0,-0.869969,0.0674546,0.430309,-0.131693,0.00451564,0.000107332,-2.74497e-05,1.8,-0.147399,0.0386043,0.0621546,-0.0758787,0.0205977,0.000776482,-0.000198584,0,0,0,0,0,0,0,0
0.983358,0,0.764689,0.0250154,-0.288226,-0.049338,0.047939,-3.51549e-05,8.99233e-06,-0.5,0.0316353,0.616736,-0.0428874,-0.108799,0.016337,1.08357e-05,-2.77061e-06,1.7,-0.0804496,-0.0153603,-0.0288633,0.0303958,-0.00768385,7.8535e-05,-2.00928e-05,0,0,0,0,0,0,0,0
0.983358,0.5,0.0140825,-0.655998,-0.0191017,0.186142,-0.0384911,-3.74217e-06,9.7258e-07,0,0.782759,0.0144131,-0.312749,-0.0284039,0.0438086,1.02479e-06,-2.56401e-07,1.6,-0.114396,0.00349401,0.0172304,-0.00687807,-0.000919356,8.86786e-06,-2.34397e-06,0,0,0,0,0,0,0,0
0.983358,0,-0.803459,0.00159031,0.340828,-0.00313561,-0.0354641,-2.26676e-06,7.33461e-07,0.5,0.000616542,-0.656431,-0.000836353,0.187,-0.0433985,-5.87801e-07,2.06602e-07,1.5,-0.0879649,0.00575557,-0.0186222,-0.0113387,0.0100484,1.01436e-05,-3.34696e-06,0,0,0,0,0,0,0,0
0.983358,-0.5,0.0106604,0.65162,-0.01446,-0.177525,0.0425945,-1.89255e-05,6.36203e-06,0,-0.784456,0.0133876,0.315051,-0.0263868,-0.0178889,-6.90276e-06,2.32241e-06,1.4,-0.126781,-0.0193406,0.034028,0.0381573,-0.0268833,9.25681e-05,-3.11257e-05,0,0,0,0,0,0,0,0
0.983358,0,0.77411,-0.0161412,-0.301008,0.0317309,0.0120187,-0.000186988,6.28869e-05,-0.5,-0.0281954,0.619559,0.0382208,-0.114406,-0.000769808,-6.84398e-05,2.30175e-05,1.3,-0.0463452,0.0474952,-0.0751009,-0.0931782,0.0626792,0.000915537,-0.00030791,0,0,0,0,0,0,0,0
0.983358,0.5,0.0453986,-0.607158,-0.0614747,0.0891187,0.0203559,-0.00185095,0.000622507,0,0.862195,0.0607007,-0.419779,-0.118815,0.113251,-0.000677496,0.000227853,1.2,-0.229063,-0.111762,0.171827,0.223353,-0.157042,0.00906281,-0.00304797,0,0,0,0,0,0,0,0
0.983358,0,-0.899173,-0.0918268,0.471079,0.172322,-0.135931,-0.0183226,0.00616218,0.5,-0.160924,-0.795238,0.20257,0.431836,-0.179582,-0.00670652,0.00225551,1.1,0.195621,0.265969,-0.395614,-0.466129,0.226433,0.0897125,-0.0301718,0,0,0,0,0,0,0,0
0.975616,-0.5,0.244652,0.867125,-0.312332,-0.663997,0.492276,-0.186366,0.0631831,0,-0.35709,0.549689,0.110892,-0.512615,0.255668,-0.0682145,0.0231266,1,-0.839291,-0.776724,0.67919,1.46965,-1.61859,0.912499,-0.309363,0,0,0,0,0,0,0,0
0.732175,0,0.201346,-0.627584,0.32429,-0.324313,3.17914,-4.99648,2.26732,0,0.064019,-0.176834,0.0103697,-0.0200704,1.12997,-1.82884,0.829896,0.5,0.683347,1.23199,-1.85412,3.66859,-16.653,24.4642,-11.1015,0,0,0,0,0,0,0,0
