t,accx,accy,accz,gyrox,gyroy,gyroz
431963,-0.00683594,-0.00463867,0.998779,0.112027,0.167131,0.131637
431983,-0.00708008,-0.00463867,0.998779,0.0204742,0.136614,0.131637
432023,-0.00683594,-0.00463867,0.999023,0.112027,-0.015974,0.0706017
432033,-0.00683594,-0.00463867,0.999268,0.112027,0.0145435,0.0400841
432043,-0.0065918,-0.00439453,0.999023,0.142545,0.0450611,0.101119
432053,-0.0065918,-0.00415039,0.999023,0.234097,0.0755787,0.162154
432073,-0.00708008,-0.00463867,0.999268,0.0815094,0.167131,-0.020951
432083,-0.00732422,-0.00439453,0.998535,0.173062,0.0450611,-0.0514686
432103,-0.00732422,-0.00439453,0.998779,0.173062,-0.015974,-0.173539
432133,-0.00708008,-0.00463867,0.997803,0.234097,0.136614,0.0706017
432143,-0.0065918,-0.00439453,0.998535,-0.0100434,0.0145435,-0.143021
432183,-0.00634766,-0.00415039,0.998535,-0.0100434,0.319719,0.22319
432193,-0.00683594,-0.00415039,0.998291,0.173062,0.0450611,0.101119
432203,-0.00634766,-0.00390625,0.998779,-0.040561,0.197649,-0.020951
432213,-0.00585938,-0.00390625,0.998535,0.0509918,0.136614,-0.020951
432233,-0.0065918,-0.00439453,0.998535,0.0204742,0.0755787,0.0400841
432243,-0.0065918,-0.00439453,0.998047,0.20358,-0.0770092,0.101119
432253,-0.00683594,-0.00463867,0.998291,0.0815094,-0.107527,0.0706017
432283,-0.00683594,-0.00488281,0.998291,0.0815094,-0.0464916,-0.020951
432293,-0.0065918,-0.00488281,0.998535,-0.040561,0.106096,0.0400841
432313,-0.00610352,-0.00512695,0.998779,0.142545,0.197649,0.101119
432323,-0.00634766,-0.00463867,0.998535,0.0509918,0.0145435,0.101119
432333,-0.00634766,-0.00439453,0.998047,-0.101596,0.0450611,-0.020951
432343,-0.0065918,-0.00512695,0.998535,0.20358,0.106096,-0.0819862
432353,-0.00683594,-0.00512695,0.999268,-0.0100434,0.106096,0.0400841
432363,-0.00683594,-0.00488281,0.999512,-0.0100434,0.0755787,-0.0514686
432373,-0.00683594,-0.00512695,0.999268,0.173062,0.0755787,0.0706017
432383,-0.0065918,-0.00488281,0.999268,0.0204742,0.0755787,0.00956655
432393,-0.00683594,-0.00488281,0.999023,0.0509918,0.136614,0.00956655
432403,-0.00683594,-0.00488281,0.999023,0.0815094,0.136614,-0.0819862
432413,-0.00708008,-0.00463867,0.998535,0.264615,-0.015974,0.0400841
432423,-0.00732422,-0.00463867,0.998291,0.142545,0.0450611,-0.112504
432433,-0.00708008,-0.00463867,0.998291,0.0204742,0.0450611,-0.0819862
432433,-0.00708008,-0.00463867,0.998291,0.0204742,0.0450611,-0.0819862
432453,-0.0065918,-0.00488281,0.998047,0.0815094,0.106096,0.0400841
432463,-0.0065918,-0.00512695,0.998291,0.142545,0.0450611,0.101119
432473,-0.0065918,-0.00512695,0.998535,0.142545,-0.0464916,0.0400841
432483,-0.0065918,-0.00463867,0.998535,0.20358,0.106096,-0.143021
