t,accx,accy,accz,gyrox,gyroy,gyroz
18152,0.000976562,-0.000244141,0.999268,0.0375211,-0.0954866,0.0546277
18162,0.000488281,-0.000488281,0.999512,-0.115067,0.0876188,-0.0979602
18182,0.000732422,-0.000244141,0.999512,0.0375211,-0.156522,-0.0674427
18212,0.000488281,-0.000976562,0.999756,0.0375211,0.0265837,-0.0369251
18272,0.000488281,-0.000732422,0.999023,0.0680387,-0.00393391,-0.0674427
18302,0.000976562,0,0.999512,0.0985563,-0.00393391,-0.0369251
18352,0.000244141,-0.000488281,0.999023,0.00700355,-0.00393391,0.0546277
18392,0.000488281,-0.000732422,0.998779,0.0375211,-0.0954866,-0.0369251
18432,0,-0.00146484,0.998535,-0.0540316,-0.0954866,-0.0369251
18482,0.000488281,-0.000732422,0.999268,0.00700355,0.0265837,-0.0979602
18512,-0.000244141,-0.000976562,0.998779,-0.0845492,-0.0954866,-0.128478
18552,-0.000244141,-0.000976562,0.999023,0.0985563,0.0265837,-0.0369251
18582,-0.000244141,-0.000976562,0.998047,0.0680387,-0.00393391,-0.0979602
18592,-0.000244141,-0.000732422,0.998535,0.129074,-0.0344515,0.0241101
18602,-0.000244141,-0.000976562,0.998535,0.0375211,0.0876188,0.14618
18612,-0.000244141,-0.0012207,0.998535,0.159591,-0.00393391,0.0851452
18622,-0.000244141,-0.00146484,0.998291,-0.023514,0.0265837,-0.0369251
18632,-0.000244141,-0.00146484,0.998535,-0.115067,0.118136,-0.0369251
18642,-0.000488281,-0.000732422,0.998779,-0.023514,0.0876188,0.0546277
18652,0,-0.000976562,0.998779,-0.023514,0.0265837,-0.0369251
18662,0.000244141,-0.00146484,0.999023,0.00700355,-0.187039,-0.0979602
18672,0.000244141,-0.0012207,0.999512,-0.145584,0.0265837,0.0851452
18682,-0.000244141,-0.00146484,0.999268,0.0680387,-0.00393391,-0.0979602
18692,0,-0.00170898,0.999756,0.129074,0.0876188,0.0241101
18702,0.000488281,-0.00170898,0.999756,-0.023514,0.0265837,-0.189513
18712,0.000244141,-0.00146484,0.999756,0.159591,0.270724,-0.0064075
18732,0.000732422,-0.000976562,0.999268,0.0680387,-0.00393391,0.0241101
18742,0.000488281,-0.000732422,0.999268,-0.176102,-0.0954866,-0.0979602
18752,0.000488281,-0.000976562,0.999268,-0.023514,-0.0344515,0.268251
18762,0.000732422,-0.000732422,1,0.00700355,-0.187039,-0.0369251
18772,0.000488281,-0.000732422,1.00024,0.0375211,-0.126004,-0.0979602
18782,0.000244141,-0.000732422,1.00098,0.0985563,-0.156522,-0.158995
18792,0.000244141,-0.000488281,0.999756,0.0985563,0.0571012,0.14618
18802,0,-0.000976562,0.999512,0.00700355,-0.0344515,0.0241101
18812,-0.000244141,-0.000732422,0.999756,0.00700355,-0.0344515,0.0241101
18822,0.000244141,-0.000244141,1,0.0680387,-0.0649691,-0.0979602
18852,0.000244141,-0.000976562,0.998779,0.0985563,-0.00393391,-0.0979602
18862,0.000488281,-0.000976562,0.999023,0.00700355,0.118136,-0.0674427
18872,0.000976562,-0.000976562,0.998535,-0.0845492,0.0265837,-0.0064075
18882,0.000732422,-0.000732422,0.999023,0.0680387,0.0265837,0.0241101
18922,0.000488281,-0.000488281,0.999512,-0.115067,-0.00393391,-0.0674427
18982,0.000244141,-0.000244141,0.998535,-0.023514,0.118136,0.0546277
18992,0,0,0.998291,-0.023514,0.240207,-0.128478
19052,-0.000244141,-0.000244141,0.998779,-0.0540316,-0.0954866,-0.0674427
19092,0.000244141,-0.000732422,0.999023,0.0375211,0.118136,0.0241101
19152,0.000244141,0,0.998291,0.0375211,0.0571012,-0.0369251
19182,0.000244141,-0.000244141,0.999756,-0.023514,0.0265837,-0.0064075
19242,0.000976562,-0.000976562,0.999512,0.129074,-0.156522,-0.0674427
19262,0.000488281,-0.000732422,0.999512,-0.023514,-0.00393391,-0.0064075
19292,0,-0.000488281,0.999512,-0.0540316,0.0876188,-0.0674427
19342,0.000488281,-0.000732422,0.999023,-0.023514,0.0571012,-0.0064075
19382,0.000244141,-0.000488281,0.998779,0.0375211,-0.0344515,-0.0979602
19492,0,-0.000732422,0.998779,-0.0845492,0.0265837,-0.0979602
19512,-0.000244141,-0.000732422,0.998047,0.00700355,0.0571012,0.0546277
19532,0,-0.000488281,0.998535,-0.0845492,0.0265837,0.0546277
19572,0.000488281,-0.000732422,0.999023,-0.20662,-0.0344515,-0.0674427
19642,0.000732422,-0.000488281,0.999023,0.0375211,-0.00393391,0.0241101
19652,0.000244141,-0.000732422,0.998779,0.0680387,0.118136,-0.0064075
19662,0.000244141,-0.000732422,0.999512,0.0680387,0.301242,-0.0979602
19702,-0.000244141,-0.0012207,0.999268,0.0680387,0.118136,0.0546277
19732,0.000244141,-0.000732422,0.998535,-0.023514,0.0876188,-0.0674427
19762,0.000244141,-0.000244141,0.999756,-0.023514,0.0265837,-0.0674427
19812,0.000976562,-0.000976562,0.999268,-0.023514,0.0265837,-0.0979602
19842,0.000976562,-0.000488281,1.00122,-0.115067,-0.126004,-0.0369251
19872,0.000976562,-0.000732422,0.999512,-0.023514,0.179172,-0.189513
19902,0.000732422,-0.000976562,0.999268,0.00700355,-0.00393391,0.14618
19912,0.000976562,-0.000976562,0.999023,0.159591,-0.00393391,-0.0369251
19922,0.000732422,-0.000976562,0.999268,-0.115067,0.0265837,-0.0064075
19932,0.000976562,-0.000976562,0.998779,-0.0540316,-0.0954866,-0.0369251
19942,0.0012207,-0.000976562,0.999512,-0.0845492,-0.00393391,-0.0064075
19952,0.000732422,-0.000732422,0.999023,-0.023514,0.0571012,-0.0979602
19962,0.000976562,-0.000732422,0.999268,0.00700355,-0.0649691,-0.250548
19972,0.000732422,-0.0012207,0.999756,0.129074,-0.00393391,-0.128478
19982,0.000732422,-0.000732422,0.999512,0.00700355,0.0876188,-0.128478
19992,0.000732422,-0.000732422,0.999756,0.0680387,0.0876188,-0.128478
20002,0.000732422,-0.000488281,1.00024,0.159591,-0.0954866,0.0851452
20012,0.000976562,-0.000732422,0.998779,0.0985563,0.0876188,0.176698
20022,0.000976562,-0.000732422,0.998535,-0.023514,0.0265837,0.0241101
20032,0.000732422,-0.000488281,0.998291,0.00700355,0.118136,-0.0064075
20062,0.0012207,-0.000732422,0.998291,-0.023514,-0.0344515,-0.158995
20072,0.0012207,-0.000244141,0.999023,0.0680387,-0.0954866,-0.0369251
20082,0.0012207,-0.000244141,0.998535,-0.176102,-0.126004,0.0241101
20092,0.000976562,-0.000244141,0.998047,0.0375211,-0.0954866,-0.0979602
20102,0.000976562,-0.000732422,0.997803,0.0985563,-0.0649691,-0.220031
20112,0.0012207,-0.000732422,0.997803,0.129074,-0.0954866,-0.158995
20122,0.000976562,-0.000244141,0.998291,-0.023514,0.0876188,-0.0369251
20172,0.000244141,-0.000488281,0.998535,0.0680387,-0.0954866,0.0851452
20202,0.000244141,-0.000244141,0.999512,-0.023514,0.118136,0.0241101
20262,0.000732422,-0.000732422,0.999512,-0.0540316,0.0265837,-0.0674427
20302,0.000732422,-0.000732422,0.999756,-0.0845492,-0.0344515,-0.0369251
20312,0.000488281,-0.000976562,1.00024,0.0375211,-0.0649691,-0.128478
20322,0.000244141,-0.0012207,1,0.0680387,-0.00393391,0.0241101
20332,0.000488281,-0.000976562,0.999756,-0.0845492,-0.00393391,0.0241101
20362,0.000244141,-0.000976562,0.999023,0.159591,0.0876188,-0.0064075
20422,0.000732422,-0.000488281,0.998291,0.0375211,0.0876188,0.0241101
20562,0.000244141,-0.000488281,1.00049,0.0375211,0.0876188,0.0241101
20662,0.000488281,-0.000244141,1,-0.115067,-0.00393391,-0.158995
20692,0.000488281,0,0.998779,-0.0845492,-0.0344515,0.0546277
20702,0.000976562,-0.000244141,0.998779,-0.023514,0.0571012,0.0241101
20712,0.000976562,-0.000732422,0.998779,-0.0540316,-0.0344515,0.0241101
20802,0.000976562,-0.000488281,0.999023,-0.0540316,-0.0344515,0.0546277
